txn_id,date,account_id,counterparty,description,amount,currency
TXN-P8-0032,2025-10-04,ACC-7808,Hartley Facilities Services Group (Oskemen unit),Vehicle tax payment — H2,-12763690.64,USD
TXN-9246-0004,2025-10-05,ACC-9246,Hartley Payroll LLC Ltd,"Payroll advance recovered from staff — Zhezkazgan compound, August 2025",11152508.08,USD
TXN-9281-0027,2025-10-05,ACC-9281,Foxridge Maintenance Holdings Company (Atyrau terminal),Sewer discharge levy — period 02 2025,-1169037.02,USD
TXN-9886-0044,2025-10-05,ACC-9886,Cedarville Payroll LP (Uralsk annex),Media buy rate adjustment credit — Karaganda yard,160310.07,USD
TXN-9945-0041,2025-10-05,ACC-9945,Ashford Office Supplies LLC (Pavlodar block),Tax audit assessment payment 2025,-237279.38,USD
TXN-P2-0029,2025-10-05,ACC-7802,Trident Power Cooperative (Oskemen unit),Overdraft interest — Oskemen unit 2025,-500159.90,USD
TXN-P4-0042,2025-10-06,ACC-7804,Ashford Security (Astana branch),"Customer newsletter marketing production — Semey base, February",-541385.27,USD
TXN-P7-0042,2025-10-06,ACC-7807,Ironwood Tax Advisory Inc (Turkistan point),"Rent for training centre — Taraz site, instalment 3",-324534.33,USD
TXN-P9-0005,2025-10-06,ACC-7809,Foxridge Consulting Ltd,"Industry exhibition stand marketing — Atyrau terminal, March 2025",-5473059.73,USD
TXN-P9-0043,2025-10-06,ACC-7809,Foxridge Printing LP (Kostanay centre),"Capitalised interest charge — Turkistan point, Q3",-647893.84,USD
TXN-9260-0003,2025-10-07,ACC-9260,Ashford Waste Systems Co (Aktobe hub),"Rent free period credit — Semey base, H1 2025",1558355.61,USD
TXN-9834-0027,2025-10-07,ACC-9834,Summit Telecom Group JSC (Pavlodar block),Rent overpayment refunded — instalment 3 2025,300857.02,USD
TXN-P10-0033,2025-10-07,ACC-7810,Juniper Realty Partners Supply,Product launch ad campaign — Oskemen unit,-4201250.31,USD
TXN-P4-0020,2025-10-07,ACC-7804,Kingsley Payroll Trust (Uralsk annex),Payroll for security detail,-3763541.02,USD
TXN-P8-0039,2025-10-07,ACC-7808,Glenwood Courier LP Group,Municipal tax levy — Zhezkazgan compound,-6590520.51,USD
TXN-9106-0048,2025-10-08,ACC-9106,Eastgate Maintenance Solutions (Karaganda yard),Travel insurance for staff — April,-6565189.59,USD
TXN-9573-0029,2025-10-08,ACC-9573,Dunmore Property LLC,Excise tax remittance — Zhezkazgan compound,-7194026.45,USD
TXN-P10-0009,2025-10-08,ACC-7810,Ashford Catering Associates Company,Accrued interest payment — Ekibastuz block B 2025,-1678314.80,USD
TXN-P2-0034,2025-10-08,ACC-7802,Magnum Distribution JSC,Refrigerated distribution sales settlement 2025,7214663.82,USD
TXN-P4-0002,2025-10-08,ACC-7804,Eastgate Janitorial Partners (Taraz site),Travel insurance for staff — April,-429843.42,USD
TXN-P4-0017,2025-10-08,ACC-7804,Bridgeport Tax Advisory Services (Aktobe hub),Professional indemnity insurance — H1,-1100235.57,USD
TXN-9831-0022,2025-10-09,ACC-9831,Foxridge Printing LP,Interest on bridge facility — Turkistan point 2025,-659587.97,USD
TXN-9841-0008,2025-10-09,ACC-9841,Bridgeport Landscaping Services (Pavlodar block),Accrued interest payment — July,-215841.64,USD
TXN-P2-0016,2025-10-09,ACC-7802,Sterling Office Solutions Partners (Uralsk annex),"District heating utility charge — Astana branch, Q4",-1406217.85,USD
TXN-P7-0035,2025-10-09,ACC-7807,Atyrau Holding Group LLP,Management advisory retainer,-291663.82,USD
TXN-P8-0044,2025-10-09,ACC-7808,Cedarville Utility Ltd Company (Taraz site),Ground lease instalment — Semey base,-3012006.14,USD
TXN-P8-0046,2025-10-09,ACC-7808,Crown City Water Board (Semey base),Outdoor marketing site hire 2025,-3457494.06,USD
TXN-9584-0022,2025-10-10,ACC-9584,Eastgate Realty Associates (Aktobe hub),"Interest on finance sublease — Kyzylorda station, May",-5456852.23,USD
TXN-P5-0021,2025-10-10,ACC-7805,Globex Telecom (Astana branch),Unclaimed payroll returned — Astana branch 2025,3303750.35,USD
TXN-9586-0024,2025-10-11,ACC-9586,Foxridge Leasing Solutions Supply (Aktobe hub),Sponsorship marketing of regional sports club — Q1,-1657835.83,USD
TXN-B1-0050,2025-10-11,ACC-7201,Hartley Office Supplies Partners (Atyrau terminal),"Business interruption insurance — Aktobe hub, period 01",-7037702.39,EUR
TXN-P3-0015,2025-10-11,ACC-7803,Cedarville Janitorial Holdings (Zhezkazgan compound),"Capitalised interest charge — Aktobe hub, period 02 2025",-214847.98,USD
TXN-P5-0028,2025-10-11,ACC-7805,Eastgate Catering Services (Karaganda yard),Land tax instalment — Kyzylorda station 2025,-179362.30,USD
TXN-9356-0019,2025-10-12,ACC-9356,Juniper Security Corp,"Overdraft interest — Pavlodar block, period 01 2025",-3323163.73,USD
TXN-9824-0011,2025-10-12,ACC-9824,Cedarville Realty LLC,Depot yard rent — July 2025,-1673773.64,USD
TXN-9862-0023,2025-10-12,ACC-9862,Glenwood Power Service Centre,"Environmental emissions tax — Almaty office, May",-388173.50,USD
TXN-9930-0048,2025-10-12,ACC-9930,Ashford Catering Associates (Astana branch),"Utility metering charge — Astana branch, December 2025",-8017487.81,USD
TXN-P3-0025,2025-10-12,ACC-7803,Ashford Payroll Partners (Kyzylorda station),Industry exhibition stand marketing — instalment 3,-7000023.62,USD
TXN-9198-0027,2025-10-13,ACC-9198,Cascade Water Utility (Taraz site),"Motor third-party insurance — Shymkent depot, Q4 2025",-1022587.10,USD
TXN-9338-0050,2025-10-13,ACC-9338,Juniper Maintenance LP,Payroll for security detail — Kostanay centre 2025,-706953.87,USD
TXN-P2-0001,2025-10-13,ACC-7802,Glenwood Janitorial LP Company,"Property insurance premium — Uralsk annex, instalment 3",-838159.45,USD
TXN-P4-0043,2025-10-14,ACC-7804,Kazakhstan Grain Union JSC,Grain terminal throughput sales settlement 2025,7004318.47,USD
TXN-9288-0032,2025-10-15,ACC-9288,Glenwood Power (Kostanay centre),"Telecom mobile fleet plan — Shymkent depot, period 03",-872805.86,USD
TXN-B4-0014,2025-10-15,ACC-7204,Shymkent Fuel Distributors LLP,Refinery product sales settlement fourth quarter,3084375.68,USD
TXN-B4-0053,2025-10-15,ACC-7204,Ashford Office Supplies LLC JSC,Credit facility interest — H2 2025,-1072102.81,USD
TXN-P1-0001,2025-10-15,ACC-7801,Eastgate Landscaping LP (Ekibastuz block B),Franchise tax filing — Astana branch,-5137567.61,USD
TXN-P1-0008,2025-10-15,ACC-7801,Dunmore Stationery Inc (Almaty office),Payroll clearing account sweep back — Uralsk annex,338758.87,USD
TXN-9614-0031,2025-10-16,ACC-9614,City Power & Light (Atyrau terminal),Payroll overfunding returned — Kostanay centre,697032.03,USD
TXN-9980-0024,2025-10-16,ACC-9980,Kingsley Facilities LP (Almaty office),Motor third-party insurance — Pavlodar block,-474756.22,USD
TXN-9227-0048,2025-10-18,ACC-9227,Ironwood Landscaping Inc,"Payroll agency rebate — Oskemen unit, Q2",1458389.84,USD
TXN-9296-0001,2025-10-18,ACC-9296,Dunmore Security Solutions,Corporate income tax instalment,-328345.72,USD
TXN-9755-0014,2025-10-18,ACC-9755,Kingsley Power Holdings Trading House,Contractor payroll batch — Taraz site,-1460289.59,USD
TXN-9781-0008,2025-10-18,ACC-9781,Northwind Catering (Kyzylorda station),Overdraft interest — Pavlodar block,-1473730.10,USD
TXN-P2-0018,2025-10-18,ACC-7802,Kingsley Property Partners (Semey base),Compressed air utility charge — period 01,-11088144.33,USD
TXN-9608-0006,2025-10-19,ACC-9608,Sterling Office Solutions (Oskemen unit),"Severance payroll batch — Turkistan point, Q3",-11213091.81,USD
TXN-P5-0025,2025-10-19,ACC-7805,Cedarville Utility Ltd (Almaty office),Liability insurance — November 2025,-608672.57,USD
TXN-P8-0052,2025-10-19,ACC-7808,Vanguard Payroll Co Enterprise,"Unearned insurance premium return — Almaty office, December",238324.18,USD
TXN-9081-0028,2025-10-20,ACC-9081,Acme Office Supplies (Ekibastuz block B),Land tax instalment 2025,-3691513.13,USD
TXN-9903-0039,2025-10-20,ACC-9903,Cedarville Telecom Services (Pavlodar block),"Interest income on term deposit — Shymkent depot, March 2025",120691.10,USD
TXN-9224-0002,2025-10-22,ACC-9224,Ironwood Janitorial Co (Semey base),"Capitalised interest charge — Pavlodar block, September 2025",-1420004.22,EUR
TXN-P9-0034,2025-10-22,ACC-7809,Hartley Cleaning Inc (Oskemen unit),"Payroll funding transfer — Turkistan point, period 01",-2590432.34,USD
TXN-9217-0012,2025-10-23,ACC-9217,Hartley Telecom Co,Rent for training centre 2025,-318916.70,USD
TXN-9918-0005,2025-10-23,ACC-9918,Ironwood Water Works Associates Company (Semey base),Tax audit assessment payment — Ekibastuz block B 2025,-597766.44,USD
TXN-P10-0019,2025-10-23,ACC-7810,Hartley Cleaning Inc,Customer newsletter marketing production — H2,-2025228.01,USD
TXN-9485-0026,2025-10-24,ACC-9485,Foxridge Realty Trust,Tax assessment reversal — Astana branch,5026294.72,USD
TXN-P1-0029,2025-10-24,ACC-7801,Ashford Utility Corp Partners,Interest on finance sublease — Pavlodar block,-2970109.83,USD
TXN-P4-0037,2025-10-24,ACC-7804,Dunmore Printing Partners Trading House,"Tax overpayment refunded — Zhezkazgan compound, February 2025",1702959.30,USD
TXN-9544-0027,2025-10-25,ACC-9544,Maple Grove Telecom Group,"Equipment yard lease — Oskemen unit, April 2025",-554947.95,USD
TXN-9824-0035,2025-10-25,ACC-9824,Ashford Water Works Group LLP (Oskemen unit),"Outdoor marketing site hire — Aktobe hub, February 2025",-338432.55,USD
TXN-P10-0027,2025-10-25,ACC-7810,Ashford Catering Associates (Ekibastuz block B),Marketing translation and localisation — period 01,-12702609.36,USD
TXN-P2-0050,2025-10-26,ACC-7802,Ironwood Power Trust,Payroll funding transfer — Kostanay centre 2025,-853285.29,USD
TXN-P3-0037,2025-10-26,ACC-7803,Eastgate Building Services Associates,Marketing translation and localisation — Q4,-308379.19,USD
TXN-9957-0005,2025-10-27,ACC-9957,Glenwood Building Services Solutions LLP (Almaty office),VAT instalment — Kostanay centre 2025,-218125.10,USD
TXN-B1-0057,2025-10-27,ACC-7201,Juniper Stationery Holdings,Warehouse lease — Oskemen unit,-8561654.27,USD
TXN-P10-0012,2025-10-27,ACC-7810,Altyn Fire Protection LLP,Fire safety systems servicing 2025,-118447.52,USD
TXN-P3-0013,2025-10-27,ACC-7803,Ironwood Waste Systems Holdings,Marketing co-operative funding received — Atyrau terminal,712948.55,USD
TXN-P4-0028,2025-10-27,ACC-7804,Ashford Telecom Solutions (Atyrau terminal),"Marketing photography and artwork — Taraz site, May 2025",-5210092.53,USD
TXN-P8-0029,2025-10-27,ACC-7808,Bridgeport Catering Trust (Aktobe hub),"Marketing overbilling refund — Shymkent depot, May 2025",358996.46,USD
TXN-9114-0023,2025-10-28,ACC-9114,Ashford Logistics LP Trading House (Taraz site),"Electricity bill — Oskemen unit, Q4 2025",-1214556.24,USD
TXN-9218-0003,2025-10-28,ACC-9218,Ashford Property Co,Retail unit rent — Pavlodar block,-2611218.53,USD
TXN-9440-0043,2025-10-28,ACC-9440,Eastgate Payroll Co LLP (Kyzylorda station),Electricity for site lighting — instalment 1,-7619848.37,USD
TXN-9702-0019,2025-10-28,ACC-9702,Eastgate Insurance Corp (Taraz site),Payroll clearing account sweep back 2025,370442.75,USD
TXN-9791-0021,2025-10-28,ACC-9791,Foxridge Property Associates Trading House (Turkistan point),Electricity overbilling refund — February,289466.05,USD
TXN-9972-0045,2025-10-28,ACC-9972,Foxridge Tax Advisory Corp Enterprise,Payroll tranche for field crew — February 2025,-255659.57,USD
TXN-P2-0049,2025-10-28,ACC-7802,Kingsley Office Supplies Corp,"Interest on export credit line — Kostanay centre, August",-2189336.30,USD
TXN-P9-0033,2025-10-28,ACC-7809,Dunmore Leasing Associates (Karaganda yard),Marine cargo insurance premium — Ekibastuz block B,-290163.25,USD
TXN-9097-0036,2025-10-29,ACC-9097,Juniper Cleaning (Shymkent depot),"Overdraft interest — Uralsk annex, January",-4838462.64,USD
TXN-9337-0026,2025-10-29,ACC-9337,Dunmore Office Supplies Trust Partners,Storage unit rent — Ekibastuz block B,-2050627.35,USD
TXN-B4-0043,2025-10-29,ACC-7204,Eastgate Cleaning Corp (Oskemen unit),Product launch ad campaign — Q1,-4098925.47,USD
TXN-P10-0041,2025-10-29,ACC-7810,Bridgeport Realty Inc (Semey base),Sponsorship marketing of regional sports club — period 01 2025,-1101422.08,USD
TXN-P4-0012,2025-10-29,ACC-7804,Ironclad Security Services (Kyzylorda station),"Auto fleet insurance — Turkistan point, period 01",-207247.26,USD
TXN-P5-0010,2025-10-29,ACC-7805,Cedarville Courier Holdings (Almaty office),Corporate income tax instalment — Kostanay centre,-7484552.01,USD
TXN-P8-0033,2025-10-29,ACC-7808,Dunmore Insurance LP (Ekibastuz block B),Environmental emissions tax — December,-4122177.44,USD
TXN-9930-0015,2025-10-30,ACC-9930,Bridgeport Property Ltd JSC,Warehouse contents insurance — Q1,-11270623.84,USD
TXN-9969-0005,2025-10-30,ACC-9969,Bridgeport Stationery Co (Pavlodar block),Quarterly estimated tax,-852595.51,USD
TXN-P6-0046,2025-10-30,ACC-7806,Foxridge Supply Inc (Karaganda yard),"Interest income on treasury bills — Kostanay centre, period 04 2025",12073018.78,USD
TXN-P7-0030,2025-10-30,ACC-7807,Dunmore Cleaning LP Ltd,Payroll accrual reversal — period 04,543377.47,USD
TXN-9594-0017,2025-10-31,ACC-9594,Ironwood Insurance LLC LLP (Uralsk annex),Electricity bill — April 2025,-1632916.70,USD
TXN-P5-0035,2025-10-31,ACC-7805,Glenwood Security Partners (Kostanay centre),"Property insurance premium — Oskemen unit, period 04 2025",-6947736.24,USD
TXN-P6-0021,2025-10-31,ACC-7806,Halcyon Facilities Group (Uralsk annex),"Warehouse lease — Oskemen unit, May",-387703.94,USD
TXN-P7-0008,2025-10-31,ACC-7807,Ashford Power LP,"Rent deposit returned — Aktobe hub, Q3 2025",676445.14,USD
TXN-P1-0004,2025-11-01,ACC-7801,Bridgeport Telecom Holdings Supply,"Quarterly interest coupon — Semey base, Q3",-9801187.71,USD
TXN-P5-0039,2025-11-01,ACC-7805,Dunmore Logistics Ltd Trading House,Interest on finance sublease — Pavlodar block,-5109787.19,USD
TXN-9208-0017,2025-11-02,ACC-9208,Foxridge Office Supplies Holdings,Social tax remittance — Q1 2025,-733891.65,USD
TXN-9606-0026,2025-11-02,ACC-9606,Hartley Realty Holdings (Astana branch),"Electricity for pumping station — Zhezkazgan compound, instalment 3 2025",-166781.75,USD
TXN-P2-0005,2025-11-02,ACC-7802,Bridgeport Printing Holdings (Kyzylorda station),"Interest recovery on overpayment — Atyrau terminal, December 2025",12986601.59,USD
TXN-P5-0037,2025-11-02,ACC-7805,Hartley Tax Advisory Ltd Holding,"Vehicle livery marketing application — Atyrau terminal, period 01 2025",-186150.30,USD
TXN-9185-0043,2025-11-03,ACC-9185,Ironwood Utility Solutions,Digital media buy — display — Taraz site,-1038339.37,USD
TXN-9869-0018,2025-11-03,ACC-9869,Hartley Utility Trust Trading House,Payroll for administrative staff — June 2025,-1530969.99,USD
TXN-P5-0040,2025-11-03,ACC-7805,Juniper Property Services Trading House,Unused ad campaign budget returned — Kostanay centre 2025,3017451.17,USD
TXN-9338-0009,2025-11-04,ACC-9338,Ironwood Logistics Trust (Shymkent depot),Telecom leased line — Kostanay centre 2025,-13907510.75,USD
TXN-9370-0008,2025-11-04,ACC-9370,Eastgate Property LLP,"Vehicle tax payment — Uralsk annex, Q1",-1619428.22,USD
TXN-9455-0044,2025-11-04,ACC-9455,Foxridge Logistics LLC,Interest on subordinated notes — instalment 1,-7337214.49,USD
TXN-B1-0014,2025-11-04,ACC-7201,Pavlodar Regional Grid LLP,Electricity supply charges for the plant 2025,-937215.88,USD
TXN-B1-0039,2025-11-04,ACC-7201,Ironwood Cleaning LLC (Atyrau terminal),"Property tax rebate — Zhezkazgan compound, November 2025",4875575.45,USD
TXN-P10-0061,2025-11-04,ACC-7810,Bridgeport Landscaping Services,"Accrued interest payment — Taraz site, December",-243999.82,USD
TXN-9073-0049,2025-11-05,ACC-9073,Cedarville Courier Holdings (Astana branch),Quarterly estimated tax — April 2025,-6519127.72,USD
TXN-9318-0020,2025-11-05,ACC-9318,Ashford Logistics LP,Payroll advance recovered from staff — October 2025,4707292.90,USD
TXN-9569-0022,2025-11-05,ACC-9569,Dunmore Telecom Partners,"Broadband telecom invoice — Oskemen unit, September",-450697.38,USD
TXN-9637-0012,2025-11-05,ACC-9637,Cedarville Waste Systems Inc (Turkistan point),Severance payroll batch — Astana branch 2025,-2473396.49,USD
TXN-9845-0046,2025-11-05,ACC-9845,Harborview Properties,"Interest on escrow balance — Kyzylorda station, September 2025",8224949.58,USD
TXN-9917-0050,2025-11-05,ACC-9917,Foxridge Power LLC Holding,Interest true-up charge — period 03 2025,-2482674.83,USD
TXN-B1-0028,2025-11-05,ACC-7201,Lakeshore Insurance Brokers (Pavlodar block),"Marketing photography and artwork — Almaty office, final call",-150143.68,USD
TXN-B1-0055,2025-11-05,ACC-7201,Cedarville Building Services LLC,Retail unit rent — Zhezkazgan compound 2025,-4643753.93,USD
TXN-9238-0043,2025-11-06,ACC-9238,Hartley Insurance Inc,"Default interest charge — Almaty office, instalment 1 2025",-363563.90,USD
TXN-B4-0027,2025-11-06,ACC-7204,Eastgate Water Works Ltd (Oskemen unit),"Vehicle tax payment — Karaganda yard, June 2025",-1550172.67,USD
TXN-P4-0048,2025-11-06,ACC-7804,Aral Capital Partners LLP,Management advisory retainer,-288417.52,USD
TXN-9005-0044,2025-11-07,ACC-9005,Juniper Insurance (Karaganda yard),"Tax audit assessment payment — Atyrau terminal, Q4",-11265775.38,USD
TXN-9202-0042,2025-11-07,ACC-9202,Cascade Water Utility Partners,"Plant and boiler insurance premium — Taraz site, period 04 2025",-478609.62,USD
TXN-9333-0024,2025-11-07,ACC-9333,Trident Power Cooperative Service Centre (Kostanay centre),"Payroll agency rebate — Turkistan point, Q3 2025",4308406.48,USD
TXN-9872-0048,2025-11-07,ACC-9872,Ironwood Supply Associates Partners,Electricity for pumping station — Kostanay centre,-2374395.38,USD
TXN-9916-0032,2025-11-07,ACC-9916,Glenwood Payroll Inc,Digital media buy — search — Atyrau terminal,-1864839.56,USD
TXN-P9-0030,2025-11-07,ACC-7809,Glenwood Telecom Corp,Waste water charge — Q3 2025,-11213884.09,USD
TXN-9169-0020,2025-11-08,ACC-9169,Foxridge Courier Group,"Cyber insurance premium — Kostanay centre, period 01 2025",-2424403.17,USD
TXN-9480-0031,2025-11-08,ACC-9480,Hartley Janitorial Corp,Marketing overbilling refund,6028090.93,USD
TXN-P10-0032,2025-11-08,ACC-7810,Ashford Utility Corp Supply (Ekibastuz block B),"Default interest charge — Oskemen unit, Q1",-4860904.56,USD
TXN-9100-0028,2025-11-10,ACC-9100,Kingsley Insurance Associates (Zhezkazgan compound),"Marketing overbilling refund — Turkistan point, instalment 3",643874.09,USD
TXN-9345-0035,2025-11-10,ACC-9345,Ashford Cleaning Services,Telecom mobile fleet plan 2025,-2145675.62,USD
TXN-9746-0029,2025-11-10,ACC-9746,Juniper Realty Partners (Taraz site),"District heating utility charge — Kyzylorda station, June",-6590636.14,USD
TXN-P5-0036,2025-11-10,ACC-7805,Ashford Water Works Group (Almaty office),Plant and boiler insurance premium — instalment 1,-199779.81,USD
TXN-P5-0049,2025-11-10,ACC-7805,Hartley Tax Advisory Ltd Holding,Marketing co-operative funding received — Pavlodar block 2025,956767.61,USD
TXN-9752-0049,2025-11-11,ACC-9752,Evergreen Janitorial (Astana branch),Depot yard rent — Ekibastuz block B 2025,-8525334.30,USD
TXN-9998-0002,2025-11-11,ACC-9998,Eastgate Facilities Trust (Kyzylorda station),Compressed air utility charge — October,-700991.29,USD
TXN-P2-0041,2025-11-11,ACC-7802,Bridgeport Landscaping Services Ltd,Franchise tax filing — October 2025,-2278643.59,USD
TXN-P2-0051,2025-11-11,ACC-7802,Cascade Water Utility Enterprise (Atyrau terminal),Telecom mobile fleet plan — Atyrau terminal 2025,-395108.58,USD
TXN-P7-0049,2025-11-12,ACC-7807,Glenwood Consulting Inc (Karaganda yard),Industry exhibition stand marketing — March,-2240747.97,USD
TXN-P9-0017,2025-11-12,ACC-7809,Zhezkazgan Conveyor Assets LLP,Transfer of conveyor equipment to subsidiary,-302118.64,USD
TXN-9155-0021,2025-11-13,ACC-9155,Ashford Security,Sponsorship marketing of regional sports club — instalment 1 2025,-832667.65,USD
TXN-P8-0037,2025-11-13,ACC-7808,Eastgate Leasing Trust,Sublet rent received — Pavlodar block 2025,1124814.37,USD
TXN-9323-0002,2025-11-14,ACC-9323,Dunmore Stationery Inc Works (Kyzylorda station),Marketing agency creative fees — period 04 2025,-397989.75,USD
TXN-9609-0012,2025-11-14,ACC-9609,Bridgeport Tax Advisory Services,Interest on finance sublease — Zhezkazgan compound 2025,-520419.96,USD
TXN-P2-0015,2025-11-14,ACC-7802,Ironwood Landscaping Inc (Taraz site),"Use tax payment — Karaganda yard, Q4 2025",-5744675.93,USD
TXN-P7-0012,2025-11-14,ACC-7807,Kingsley Office Supplies Corp Ltd,"Payroll for administrative staff — Karaganda yard, Q3 2025",-16087757.97,USD
TXN-9535-0018,2025-11-15,ACC-9535,Bridgeport Leasing LLC Group,Monthly payroll disbursement — Pavlodar block,-202603.39,EUR
TXN-P7-0043,2025-11-15,ACC-7807,Hartley Utility Trust,"Cyber insurance premium — Oskemen unit, December 2025",-2795654.36,USD
TXN-9170-0002,2025-11-16,ACC-9170,Kingsley Insurance Associates,"Antenna mast lease — Uralsk annex, period 01 2025",-315213.41,USD
TXN-9400-0044,2025-11-16,ACC-9400,Eastgate Supply Ltd Service Centre,Lease incentive received — Taraz site 2025,928494.59,USD
TXN-9422-0017,2025-11-16,ACC-9422,Ironwood Telecom Ltd (Turkistan point),Customs duty and tax payment — Atyrau terminal,-563729.97,USD
TXN-9812-0015,2025-11-16,ACC-9812,Juniper Water Works Trust (Astana branch),Interest on finance sublease — Karaganda yard 2025,-155412.44,USD
TXN-P4-0032,2025-11-16,ACC-7804,Cedarville Office Supplies Associates (Oskemen unit),Insurance deductible recovery — H1,9841998.95,USD
TXN-P6-0002,2025-11-16,ACC-7806,Foxridge Insurance Co (Uralsk annex),"Container yard lease — Oskemen unit, December",-197837.64,USD
TXN-9299-0024,2025-11-17,ACC-9299,Glenwood Logistics (Turkistan point),Cold store lease — Uralsk annex,-8156694.49,USD
TXN-9594-0019,2025-11-17,ACC-9594,Eastgate Building Services Associates Company (Atyrau terminal),Municipal tax levy — instalment 3 2025,-1343603.75,USD
TXN-P1-0005,2025-11-17,ACC-7801,Juniper Insurance,"Tax penalty settlement charge — Atyrau terminal, Q1 2025",-1352784.37,EUR
TXN-P6-0050,2025-11-17,ACC-7806,Glenwood Building Services Solutions (Shymkent depot),Travel insurance for staff 2025,-366031.92,USD
TXN-9225-0017,2025-11-18,ACC-9225,Ironwood Insurance LLC (Kostanay centre),"Rooftop lease — Astana branch, H1",-11346987.98,USD
TXN-9597-0013,2025-11-18,ACC-9597,Ashford Printing Solutions (Karaganda yard),Business interruption insurance — Kostanay centre 2025,-157061.62,USD
TXN-9635-0020,2025-11-18,ACC-9635,Foxridge Water Works Inc Enterprise,Property tax rebate — Astana branch,7317770.20,USD
TXN-9637-0014,2025-11-18,ACC-9637,Bridgeport Insurance Partners LLP,"Natural gas utility — Aktobe hub, March 2025",-1459200.35,USD
TXN-P7-0033,2025-11-18,ACC-7807,State Revenue Committee,Mineral extraction tax assessment 2025,,USD
TXN-9032-0010,2025-11-19,ACC-9032,Hartley Insurance Inc (Shymkent depot),"Motor third-party insurance — Shymkent depot, Q4 2025",-9141261.87,USD
TXN-9166-0034,2025-11-19,ACC-9166,City Power & Light Ltd,"Withholding tax remittance — Astana branch, instalment 3",-3147167.11,USD
TXN-9294-0003,2025-11-19,ACC-9294,Capital Stationers Service Centre,"Rent for training centre — Aktobe hub, April",-1940389.71,USD
TXN-P7-0018,2025-11-19,ACC-7807,Blue Ridge Payroll Services Group (Aktobe hub),"Corporate brand marketing programme — Semey base, July",-2196374.68,USD
TXN-9045-0025,2025-11-20,ACC-9045,Kingsley Payroll Trust,"Excise tax credit received — Pavlodar block, period 04 2025",513233.73,USD
TXN-9573-0010,2025-11-20,ACC-9573,Ashford Facilities Inc (Kyzylorda station),"Withholding tax reclaim received — Oskemen unit, instalment 1 2025",193106.45,USD
TXN-B4-0026,2025-11-20,ACC-7204,Turkistan Petroleum Traders LLP,Advance cargo sales settlement fourth quarter,979403.89,USD
TXN-P10-0006,2025-11-20,ACC-7810,Crown City Water Board JSC,Marketing volume rebate — Semey base,1306899.64,USD
TXN-P2-0013,2025-11-20,ACC-7802,Bridgeport Printing Holdings (Semey base),"Radio ad campaign schedule — Semey base, final call",-2152472.71,USD
TXN-P2-0003,2025-11-21,ACC-7802,Hartley Uniforms LP (Shymkent depot),Radio ad campaign schedule — October,-10988013.78,USD
TXN-P5-0020,2025-11-21,ACC-7805,Foxridge Office Supplies Holdings (Oskemen unit),"Political risk insurance — Atyrau terminal, instalment 1",-422062.54,USD
TXN-9180-0025,2025-11-22,ACC-9180,Juniper Waste Systems Services Group (Kostanay centre),"Advance profit tax instalment — Shymkent depot, instalment 1 2025",-82445.85,USD
TXN-9459-0018,2025-11-22,ACC-9459,Eastgate Property (Kostanay centre),Payroll clearing account sweep back — Karaganda yard,2953494.23,USD
TXN-9542-0017,2025-11-22,ACC-9542,Bridgeport Telecom Holdings (Zhezkazgan compound),"Business interruption insurance — Astana branch, February 2025",-322470.29,USD
TXN-P7-0017,2025-11-22,ACC-7807,Ashford Realty Ltd Partners (Kyzylorda station),"Payroll accrual reversal — Zhezkazgan compound, period 03 2025",352424.19,USD
TXN-9218-0048,2025-11-23,ACC-9218,Foxridge Leasing Solutions Partners,Monthly payroll disbursement — Karaganda yard 2025,-1083853.02,USD
TXN-9469-0037,2025-11-23,ACC-9469,Ironwood Leasing Partners Trading House,"VAT refund received — Zhezkazgan compound, period 02 2025",518236.67,USD
TXN-P3-0036,2025-11-23,ACC-7803,Dunmore Waste Systems LLC Enterprise,Electricity overbilling refund — Q3 2025,167405.83,USD
TXN-9665-0022,2025-11-24,ACC-9665,Ashford Security (Turkistan point),"Marketing translation and localisation — Zhezkazgan compound, instalment 2 2025",-2295905.35,USD
TXN-9721-0038,2025-11-24,ACC-9721,Ashford Consulting Partners (Shymkent depot),Rent overpayment refunded 2025,1486719.17,USD
TXN-P1-0043,2025-11-24,ACC-7801,Foxridge Utility,Industry exhibition stand marketing — period 03 2025,-76611.78,USD
TXN-P3-0021,2025-11-24,ACC-7803,Hartley Tax Advisory Ltd (Kyzylorda station),"Utility deposit returned — Uralsk annex, instalment 2",8777310.89,USD
TXN-P3-0049,2025-11-24,ACC-7803,Kingsley Office Supplies Corp (Zhezkazgan compound),Electricity for pumping station — May 2025,-708761.82,USD
TXN-P5-0042,2025-11-24,ACC-7805,Vanguard Payroll Co (Taraz site),"Cyber insurance premium — Turkistan point, instalment 2 2025",-2544454.09,USD
TXN-P7-0039,2025-11-24,ACC-7807,Bridgeport Facilities LLC,"Lease incentive received — Turkistan point, April 2025",7566301.01,USD
TXN-9870-0041,2025-11-25,ACC-9870,Juniper Building Services Partners Ltd (Zhezkazgan compound),Rooftop lease — March 2025,-2419162.58,USD
TXN-P6-0044,2025-11-25,ACC-7806,Zhambyl Energy Supply JSC,Electricity supply charges 2025,-418204.37,USD
TXN-P8-0018,2025-11-25,ACC-7808,Dunmore Realty (Aktobe hub),Interest on bridge facility — April 2025,-5553186.31,USD
